index_op;trans_date_trans_time;merchant;category;amt;city;state;latitude;longitude;city_pop;job;dob;trans_num;merch_lat;merch_long;is_fraud
3748;2019-01-13T04:41:40.000;Miller-Hauck;grocery_pos;106.46;Eugene;OR;440.385;-1.230.614;191096;Scientist, physiological;1964-04-06T00:00:00.000;7bca4b3cdf27cb35b78ca2bb6f88ef9a;43.151.656;-123.945.317;0
3749;2019-01-13T04:43:27.000;Wolf Inc;grocery_pos;120.19;Westerville;NE;414.193;-993.844;73;Product designer;1935-02-10T00:00:00.000;3cba52263834491747fce876f6343f1b;40.544.583;-99.295.223;0
3750;2019-01-13T04:46:06.000;Vandervort-Funk;grocery_pos;180.98;Newhall;CA;343.795;-118.523;34882;Health physicist;1971-04-25T00:00:00.000;d85f401d9544df16872bbf68f53ab3ea;34.514.763;-119.469.544;0
3751;2019-01-13T04:46:25.000;Reichert, Shanahan and Hayes;shopping_net;7.54;Freedom;WY;430.172;-1.110.292;471;Education officer, museum;1967-08-02T00:00:00.000;3b4fe6ebc7873472fa9afe8cabdfd0fe;42.816.549;-110.424.948;0
3752;2019-01-13T04:48:41.000;Stamm-Rodriguez;misc_pos;26.86;Athena;OR;458.289;-1.184.971;1302;Dealer;1976-10-18T00:00:00.000;605caef7de3887e04461e7449148f24b;45.367.036;-118.000.069;0
3753;2019-01-13T04:51:25.000;Rau and Sons;grocery_pos;145.86;Tomales;CA;382.427;-1.229.145;337;Occupational psychologist;1954-07-05T00:00:00.000;eb5f0e0d0f7153449bd18f7f0c95ea36;39.156.701;-121.918.745;0
3754;2019-01-13T04:54:36.000;Friesen Inc;shopping_pos;2.77;Cardwell;MO;360.434;-902.907;1120;Television floor manager;1957-04-17T00:00:00.000;a745e0d94890f475e25ae4d55dd23638;35.499.827;-90.546.231;0
3755;2019-01-13T04:58:44.000;Wintheiser, Dietrich and Schimmel;misc_pos;7.54;Blairsden-Graeagle;CA;398.127;-1.206.405;1725;Chartered legal executive (England and Wales);1967-05-27T00:00:00.000;ca679c1ee609334e11e7c63c9a4e3e01;39.416.322;-119.865.556;0
3756;2019-01-13T05:04:38.000;Gutmann Lt;grocery_net;23.52;Sutherland;NE;411.558;-101.136;1789;Insurance broker;1982-02-11T00:00:00.000;3086abbded1ec0e7d855508144b09234;40.701.715;-1.003.563;0
3757;2019-01-13T05:06:44.000;Brown-Greenholt;entertainment;9.8;Sacramento;CA;386.865;-1.213.494;757530;Soil scientist;1966-09-19T00:00:00.000;36b80978fa6f5776db2fd9cc32f0d56f;37.717.176;-120.988.621;0
3758;2019-01-13T05:15:11.000;Bradtke PLC;grocery_pos;109.35;Stayton;OR;448.021;-1.227.624;9587;Engineer, biomedical;1968-03-24T00:00:00.000;11dfc22eee54ead777966db02df7d37c;43.956.806;-123.223.515;0
3759;2019-01-13T05:29:17.000;Kerluke, Kertzmann and Wiz;misc_net;9.88;Centerview;MO;387.897;-938.702;2368;Electronics engineer;1989-07-17T00:00:00.000;5033423912932fd6683573148eecc910;39.144.251;-94.758.611;0
3760;2019-01-13T05:38:30.000;Eichmann, Bogan and Rodriguez;gas_transport;88.02;Arvada;CO;398.422;-1.051.097;122111;Hotel manager;1987-05-23T00:00:00.000;d9309e9dfd781ae1a9b5b6a36f951ed4;39.772.981;-105.959.912;0
3761;2019-01-13T05:40:28.000;Mosciski, Gislason and Mertz;grocery_pos;189.66;Meridian;ID;436.498;-1.164.306;84106;Intelligence analyst;1971-02-11T00:00:00.000;7b91574a62472d76847b9c0e4818d56c;43.227.945;-11.723.355;0
3762;2019-01-13T05:44:20.000;Streich, Dietrich and Barton;shopping_net;26.78;Camden;MO;392.048;-940.259;464;Colour technologist;1959-05-28T00:00:00.000;e769bbc5f9342ed7d5ac6b9b0303f212;38.443.932;-9.389.915;0
3763;2019-01-13T05:45:01.000;Cole PLC;grocery_pos;100.47;Holstein;NE;404.542;-986.538;331;Telecommunications researcher;1950-08-19T00:00:00.000;14d127674ac75f9ce13a5e20a8ecd91b;39.882.621;-98.768.301;0
3764;2019-01-13T05:50:37.000;Pacocha-O'Reilly;grocery_pos;133.33;Blairstown;MO;385.319;-939.221;467;Agricultural consultant;1950-05-27T00:00:00.000;1276dbc10324a4802a92fad083e594fa;38.635.153;-93.000.111;0
3765;2019-01-13T05:59:56.000;Mohr-Baye;shopping_net;5.24;Roseland;NE;404.591;-985.551;463;Nurse, mental health;1948-05-31T00:00:00.000;ab154ebafe3f90e83abe0d9fc4df6677;40.335.741;-98.160.519;0
3766;2019-01-13T06:02:35.000;Kling Inc;gas_transport;86.01;Rock Springs;WY;41.606;-109.23;27971;Music therapist;1984-08-01T00:00:00.000;7e28a9bc4cd25ba8a6a132425c494569;40.750.413;-109.289.611;0
3767;2019-01-13T06:14:56.000;Beier-Hyatt;shopping_pos;2.54;Laguna Hills;CA;33.615;-1.177.114;45303;Sales executive;1969-12-22T00:00:00.000;c522738106150e701a550bbb84b52c1a;34.534.606;-117.070.081;0
3768;2019-01-13T06:22:14.000;Lind, Huel and McClure;gas_transport;46.53;Westerville;NE;414.193;-993.844;73;Product designer;1935-02-10T00:00:00.000;7b24522f93b9912094cab1ed5739baae;42.135.336;-98.676.083;0
3769;2019-01-13T06:25:07.000;Reichel Inc;entertainment;1.35;Honokaa;HI;200.827;-155.488;4878;Physiotherapist;1966-12-03T00:00:00.000;f8921bf346b747d4b850392f2e927e2f;20.352.606;-156.272.592;0
3770;2019-01-13T06:33:56.000;Buckridge PLC;misc_pos;14.79;Superior;AZ;332.887;-1.110.985;2872;Petroleum engineer;1987-10-28T00:00:00.000;766dfb3fc5ad3bd20e0ae56e7114ea2b;32.563.167;-111.833.988;0
3771;2019-01-13T06:41:24.000;Marks Inc;gas_transport;40.31;Centerview;MO;387.897;-938.702;2368;Electronics engineer;1989-07-17T00:00:00.000;a556ea2c08dcfd155503e9b2189a02b3;3.799.004;-93.622.974;0
3772;2019-01-13T06:53:53.000;DuBuque LLC;grocery_pos;41.91;Riverton;WY;430.351;-1.082.024;19408;Lecturer, higher education;1993-09-11T00:00:00.000;a9b9d749dc5610a24edb3a58f48534c3;42.300.521;-108.990.842;0
3773;2019-01-13T06:56:56.000;Hills-Witting;shopping_net;8.07;Colton;WA;465.901;-1.171.692;761;Chief Marketing Officer;1943-06-30T00:00:00.000;d6795b1f6e3bbab17aa7461aa40a39c9;46.841.191;-116.510.558;0
3774;2019-01-13T06:57:57.000;Corwin-Collins;gas_transport;49.53;Monitor;WA;474.852;-1.204.158;584;Medical technical officer;1969-03-20T00:00:00.000;67bb93c41f3cda04052a8eae942d81f3;4.803.143;-119.960.156;0
3775;2019-01-13T07:08:03.000;Wintheiser, Dietrich and Schimmel;misc_pos;27.62;Fiddletown;CA;385.234;-1.206.763;832;Immigration officer;1987-05-19T00:00:00.000;fe924997d20afbcc17689e33e0f00a91;38.213.434;-121.163.771;0
3776;2019-01-13T07:14:56.000;Dooley-Thompson;misc_net;2.3;Phoenix;AZ;335.623;-1.120.559;1312922;Contractor;1981-10-24T00:00:00.000;b2b15d872a227f97bb4a8fa8799adb53;33.308.769;-112.621.479;0
3777;2019-01-13T07:27:16.000;Schoen, Kuphal and Nitzsche;grocery_pos;43.05;Sacramento;CA;385.662;-1.213.286;757530;Magazine features editor;1979-04-30T00:00:00.000;2bfea3cc8016fd763758f9f030030c49;38.114.614;-122.163.748;0
3778;2019-01-13T07:36:22.000;Doyle Lt;grocery_pos;138.71;Wales;AK;647.556;-1.656.723;145;Administrator, education;1939-11-09T00:00:00.000;5cb3c5a2368b228cbd5366ef72029134;63.818.067;-166.322.741;0
3779;2019-01-13T07:39:22.000;Cartwright-Harris;grocery_pos;119.48;Mound City;MO;401.362;-952.138;1631;Architect;1953-01-20T00:00:00.000;094fbba92c67bc4613dce4fa87817045;40.269.076;-96.152.961;0
3780;2019-01-13T07:39:42.000;Moore, Dibbert and Koepp;misc_net;9.79;High Rolls Mountain Park;NM;329.396;-1.058.189;899;Naval architect;1967-08-30T00:00:00.000;684f916a67a94e8296afcc356d984ce0;32.607.654;-105.036.501;0
3781;2019-01-13T07:45:43.000;Herman, Treutel and Dickens;misc_net;108.36;Sun City;CA;337.467;-1.171.721;54287;Designer, exhibition/display;1972-09-22T00:00:00.000;9ce123f8f50a7083918636751acd8b59;33.805.211;-117.600.015;0
3782;2019-01-13T07:58:48.000;Kerluke PLC;misc_net;262.52;Littleton;CO;395.994;-1.050.044;320420;Water engineer;1975-07-31T00:00:00.000;7143f34f9d727b2efc21971ff20dc0b8;40.386.253;-105.067.073;0
3783;2019-01-13T07:59:21.000;Goyette Inc;shopping_net;5.6;Luray;MO;404.931;-918.912;519;Town planner;1966-02-13T00:00:00.000;7dfa95bbc72022d52aa61299103b5bc7;39.747.427;-92.440.222;0
3784;2019-01-13T08:03:01.000;VonRueden Group;grocery_net;39.72;Espanola;NM;359.866;-1.060.654;18408;Historic buildings inspector/conservation officer;1972-07-18T00:00:00.000;620e3d1139ca139677d2c064edf7c72a;35.191.762;-106.815.061;0
3785;2019-01-13T08:06:26.000;Donnelly LLC;entertainment;18.79;San Diego;CA;330.067;-117.069;1241364;Chartered public finance accountant;1959-08-05T00:00:00.000;a8f27c5073c60e2a7758635910e49f89;33.079.034;-117.435.037;0
3786;2019-01-13T08:09:28.000;Bogisich Inc;grocery_pos;77.73;Arnold;MO;384.305;-90.387;35439;Land/geomatics surveyor;1985-03-31T00:00:00.000;61a4cc14d745d319ed1621fdaaf26d8f;38.046.001;-89.750.809;0
3787;2019-01-13T08:14:35.000;Smitham-Boehm;grocery_net;15.31;Espanola;NM;359.866;-1.060.654;18408;Historic buildings inspector/conservation officer;1972-07-18T00:00:00.000;0db83386886839293d48343c4ffdd3df;35.842.743;-10.585.812;0
3788;2019-01-13T08:21:19.000;Rodriguez Group;gas_transport;71.96;Blairstown;MO;385.319;-939.221;467;Agricultural consultant;1950-05-27T00:00:00.000;7e36706d70f22929e0dabfa32533152f;37.749.267;-94.879.873;0
3789;2019-01-13T08:24:15.000;Rowe, Batz and Goodwin;grocery_pos;197.97;Newhall;CA;343.795;-118.523;34882;Health physicist;1971-04-25T00:00:00.000;6ceb64e7b5ac57201ad5e2de275b906e;35.031.152;-117.565.032;0
3790;2019-01-13T08:28:40.000;Schumm, Bauch and Ondrick;grocery_pos;118.85;High Rolls Mountain Park;NM;329.396;-1.058.189;899;Naval architect;1967-08-30T00:00:00.000;721418eb8b8dc26921c17c6cd3f2fcdd;32.084.881;-104.960.041;0
3791;2019-01-13T08:37:06.000;Gislason Group;misc_pos;1.73;Westfir;OR;437.575;-122.481;597;Forensic psychologist;1961-05-19T00:00:00.000;e84381a01196d6b83dc9d45ed710b557;43.551.387;-122.943.197;0
3792;2019-01-13T08:37:28.000;Klocko LLC;misc_net;26.05;Arnold;MO;384.305;-90.387;35439;Land/geomatics surveyor;1985-03-31T00:00:00.000;48e95a5790fbdbe7985f2f8173f005fd;39.246.843;-90.286.699;0
3793;2019-01-13T08:47:42.000;Lemke-Gutmann;shopping_net;354.12;Ashford;WA;467.531;-1.219.898;759;Video editor;1956-09-14T00:00:00.000;eb446c9707e191634a23655e52a9ae25;46.686.904;-12.214.452;0
3794;2019-01-13T09:04:36.000;Boyer PLC;misc_pos;1.66;Port Costa;CA;38.046;-1.221.866;198;Armed forces training and education officer;1959-03-31T00:00:00.000;41cf749d04990855abff0a8b3f2f2983;37.285.903;-121.859.455;0
3795;2019-01-13T09:04:50.000;Huels-Hahn;gas_transport;42.14;Greenview;CA;415.403;-1.229.366;308;Call centre manager;1958-09-20T00:00:00.000;1944b16c31ddcb4d1be764283db1646f;41.357.063;-122.437.132;0
3796;2019-01-13T09:07:14.000;Medhurst PLC;shopping_net;3.09;Cardwell;MO;360.434;-902.907;1120;Television floor manager;1957-04-17T00:00:00.000;31cf938f31777838906a3008dc1badc0;3.541.302;-90.701.371;0
3797;2019-01-13T09:17:37.000;Keeling-Crist;misc_pos;2.83;Sun City;CA;337.467;-1.171.721;54287;Designer, exhibition/display;1972-09-22T00:00:00.000;8d52919040c266d21c55291a23baca84;33.319.245;-117.532.439;0
3798;2019-01-13T09:19:00.000;Bernhard Inc;gas_transport;113.98;Westfir;OR;437.575;-122.481;597;Forensic psychologist;1961-05-19T00:00:00.000;d0e0ad9ac7c79679f8b0e68206b57dd4;43.272.789;-122.798.829;0
3799;2019-01-13T09:22:21.000;Rutherford-Mertz;grocery_pos;66.4;Redford;MO;373.272;-910.243;241;Investment analyst;1974-10-27T00:00:00.000;2e2b38d5db1dd9bf421eaad33c5ad6cc;36.552.892;-91.860.169;0
3800;2019-01-13T09:22:54.000;Stamm-Witting;shopping_net;2.08;Holstein;NE;404.542;-986.538;331;Telecommunications researcher;1950-08-19T00:00:00.000;89c0bdfeaf07e743cd64a6f8b4590934;40.085.064;-98.167.337;0
3801;2019-01-13T09:26:51.000;Schultz, Simonis and Little;grocery_pos;160.56;Lamy;NM;354.311;-1.059.409;923;Public relations account executive;1964-06-22T00:00:00.000;a8a4c29c6b51610a71dc3838f9f704ea;35.814.148;-106.378.144;0
3802;2019-01-13T09:32:32.000;Kuhn LLC;shopping_pos;725.52;Saint Louis;MO;386.171;-904.504;927396;Occupational hygienist;1960-03-12T00:00:00.000;4403f95d56e0d5ed734b64558fde53eb;39.106.587;-909.344;0
3803;2019-01-13T09:32:40.000;Lehner, Mosciski and King;misc_net;22.77;Parks;AZ;352.563;-111.95;759;Geologist, engineering;1957-03-28T00:00:00.000;b58df962eeb6389ec033b5d048809936;35.218.259;-111.676.368;0
3804;2019-01-13T09:38:18.000;Flatley-Durgan;misc_net;2.66;Colton;WA;465.901;-1.171.692;761;Chief Marketing Officer;1943-06-30T00:00:00.000;75c1086d17bb3e11b7d67b3f36dc10d3;45.787.574;-11.717.181;0
3805;2019-01-13T09:45:16.000;Adams, Kovacek and Kuhlman;grocery_net;62.3;Moriarty;NM;349.889;-1.060.609;7268;Therapist, art;1988-08-04T00:00:00.000;514cf5543eef5268454edb3cc1bde296;34.196.133;-106.559.368;0
3806;2019-01-13T09:47:15.000;Christiansen, Goyette and Schamberge;gas_transport;39;Ashford;WA;467.531;-1.219.898;759;Video editor;1956-09-14T00:00:00.000;1427491d8da537da1f38fb4825d481d1;46.813.695;-122.682.808;0
3807;2019-01-13T09:56:06.000;Padberg-Welch;grocery_pos;77.33;Centerview;MO;387.897;-938.702;2368;Electronics engineer;1989-07-17T00:00:00.000;3571a7647193fe279550422bff761530;3.801.535;-94.719.679;0
3808;2019-01-13T09:57:23.000;Pacocha-O'Reilly;grocery_pos;86.71;Athena;OR;458.289;-1.184.971;1302;Dealer;1976-10-18T00:00:00.000;690d331ea82bc8cd11ecba399723493e;45.060.571;-118.904.231;0
3809;2019-01-13T10:03:18.000;Rodriguez Group;gas_transport;72.69;Centerview;MO;387.897;-938.702;2368;Electronics engineer;1989-07-17T00:00:00.000;6d32686a5016c5d6b6093cd6e89c1c64;39.323.358;-93.490.694;0
3810;2019-01-13T10:05:53.000;Streich, Hansen and Veum;gas_transport;61.86;San Diego;CA;330.067;-117.069;1241364;Chartered public finance accountant;1959-08-05T00:00:00.000;f26c029bf56569ce57560d13df79f6b0;33.160.432;-117.972.583;0
3811;2019-01-13T10:08:34.000;Schoen, Kuphal and Nitzsche;grocery_pos;66.69;Wheaton;MO;367.651;-940.492;760;Production manager;1985-08-31T00:00:00.000;4ca69fdb80907e91a4aafefced65a22a;36.401.293;-9.470.327;0
3812;2019-01-13T10:17:38.000;Rodriguez, Yost and Jenkins;misc_net;7.07;Westerville;NE;414.193;-993.844;73;Product designer;1935-02-10T00:00:00.000;d59ecc389f3e061c59574476776279cc;41.111.754;-98.981.944;0
3813;2019-01-13T10:22:51.000;Bashirian Group;shopping_net;85.27;Red Cliff;CO;394.584;-1.063.851;277;Human resources officer;1985-04-03T00:00:00.000;cb9cc0624b9c6ddcad9e5685edfa5a91;39.679.016;-105.529.175;0
3814;2019-01-13T10:27:40.000;Kiehn-Emmerich;grocery_pos;148.93;Holstein;NE;404.542;-986.538;331;Telecommunications researcher;1950-08-19T00:00:00.000;852214672d28ac5b45c4bf4b51fe15b4;39.908.568;-98.515.511;0
3815;2019-01-13T10:53:02.000;McDermott-Weimann;grocery_pos;148.88;Loving;NM;32.274;-1.040.914;1925;Educational psychologist;1952-05-26T00:00:00.000;63e6d3f5178cddce66d3585b5af7815d;32.096.081;-104.876.537;0
3816;2019-01-13T10:53:02.000;Friesen-D'Amore;gas_transport;71.86;Wendel;CA;403.406;-1.202.824;104;Teacher, adult education;1989-08-16T00:00:00.000;b2812defc2918edee39d86f63b10a546;39.756.543;-120.992.137;0
3817;2019-01-13T10:55:21.000;Huel Lt;misc_net;64.78;American Fork;UT;403.928;-1.117.941;42384;Futures trader;1992-12-29T00:00:00.000;25032ca46e07d25df300c503d01eb5ba;41.280.488;-11.216.665;0
3818;2019-01-13T10:55:54.000;Strosin-Cruickshank;grocery_pos;100.02;Centerview;MO;387.897;-938.702;2368;Electronics engineer;1989-07-17T00:00:00.000;1f6e3a9be6295ec5b1723e23abb34938;38.889.016;-93.075.672;0
3819;2019-01-13T10:56:13.000;Lebsack and Sons;misc_net;11.76;Meridian;ID;436.498;-1.164.306;84106;Intelligence analyst;1971-02-11T00:00:00.000;f564ef2964bb43a753481e8cab39642e;4.313.308;-115.494.562;0
3820;2019-01-13T10:59:45.000;Miller-Harris;misc_net;4.23;Westerville;NE;414.193;-993.844;73;Product designer;1935-02-10T00:00:00.000;28413564503d6b8c2ff4009ed0bcff17;41.596.011;-99.966.886;0
3821;2019-01-13T11:00:04.000;Koepp-Parke;grocery_pos;135.23;Carlotta;CA;40.507;-1.239.743;1139;Therapist, occupational;1951-01-15T00:00:00.000;13f7b1b7c7e98c073a1e63dba8aae50b;41.142.489;-123.440.105;0
3822;2019-01-13T11:05:49.000;Herman, Treutel and Dickens;misc_net;3.81;Lake Oswego;OR;454.093;-1.226.847;42817;Planning and development surveyor;1982-05-28T00:00:00.000;8a8ca25c221d72e492dc899330529c72;452.341;-123.158.557;0
3823;2019-01-13T11:35:31.000;Robel, Cummerata and Prosacco;gas_transport;56.88;Holstein;NE;404.542;-986.538;331;Telecommunications researcher;1950-08-19T00:00:00.000;f3123baf0cbc9debebe2d900ff84baa3;40.124.506;-99.348.784;0
3824;2019-01-13T11:42:40.000;Lockman Lt;grocery_pos;47.69;Ruidoso;NM;333.305;-1.056.933;8874;Licensed conveyancer;2000-08-16T00:00:00.000;7adc188b65d348e61bfd65384e1cb66f;33.592.131;-106.214.128;0
3825;2019-01-13T11:45:30.000;Okuneva, Schneider and R;shopping_pos;2.47;Port Costa;CA;38.046;-1.221.866;198;Armed forces training and education officer;1959-03-31T00:00:00.000;4190411fa025dfae9bd38f129d0b0ecc;37.277.017;-122.160.372;0
3826;2019-01-13T11:46:33.000;Spinka Inc;grocery_net;76.92;Arnold;MO;384.305;-90.387;35439;Land/geomatics surveyor;1985-03-31T00:00:00.000;739c68fe190287136546b43bd626f5e7;39.073.963;-90.533.811;0
3827;2019-01-13T11:48:06.000;Kutch-Hegmann;grocery_net;45.47;Meadville;MO;397.795;-933.014;964;Tourist information centre manager;1974-12-23T00:00:00.000;29c45ed7c58805bafdf666acd54b80d0;38.946.638;-93.731.214;0
3828;2019-01-13T11:54:03.000;Jenkins, Hauck and Friesen;gas_transport;85.31;Rocky Mount;MO;382.911;-927.059;1847;Tax inspector;1988-10-26T00:00:00.000;4ad7739b0f83db7833334bee50f7bcc5;3.869.198;-92.700.533;0
3829;2019-01-13T11:56:26.000;Rempel PLC;grocery_net;99.89;Littleton;CO;395.994;-1.050.044;320420;Water engineer;1975-07-31T00:00:00.000;6d01b67377d7adb02854b27afdfa80db;39.567.289;-104.233.399;0
3830;2019-01-13T11:57:09.000;Kuhn LLC;shopping_pos;4.03;Corona;CA;338.419;-1.176.043;233717;Wellsite geologist;1966-05-22T00:00:00.000;f1c51c6990ced9ea4aa26706ceacb520;33.968.226;-117.358.492;0
3831;2019-01-13T11:57:16.000;Trantow PLC;grocery_net;59.4;Phoenix;AZ;335.623;-1.120.559;1312922;Contractor;1981-10-24T00:00:00.000;1f75aa42b0d2c260532f5715efad66e0;3.358.868;-111.502.076;0
3832;2019-01-13T12:00:12.000;Auer LLC;personal_care;20.72;Camden;MO;392.048;-940.259;464;Colour technologist;1959-05-28T00:00:00.000;cbd516de69b8a81f04dcae07bedaedb1;39.888.155;-93.935.511;0
3833;2019-01-13T12:00:51.000;Gerlach Inc;shopping_net;19.38;Littleton;CO;395.994;-1.050.044;320420;Water engineer;1975-07-31T00:00:00.000;7ee7797ac6cef2050897def04ec32889;38.830.358;-105.953.762;0
3834;2019-01-13T12:12:07.000;Hermiston, Pacocha and Smith;health_fitness;58.12;Woods Cross;UT;408.874;-1.119.027;13983;Insurance broker;1979-08-14T00:00:00.000;f10ff840a5422799fbe568bcad29b303;40.546.838;-111.400.443;0
3835;2019-01-13T12:17:25.000;Bernhard, Grant and Langworth;shopping_pos;35.98;Phoenix;AZ;335.623;-1.120.559;1312922;Contractor;1981-10-24T00:00:00.000;158d7ef8b7d17be8e705362d0d7cd369;34.136.884;-111.088.902;0
3836;2019-01-13T12:20:26.000;Zboncak, Rowe and Murazik;shopping_net;6.74;Glendale;CA;341.556;-1.182.322;172817;Advertising account planner;1982-07-30T00:00:00.000;3d88cb3b364c3e03c618988f27f6a2ce;35.087.567;-11.918.093;0
3837;2019-01-13T12:26:20.000;Bahringer, Osinski and Block;food_dining;60.56;Superior;AZ;332.887;-1.110.985;2872;Petroleum engineer;1987-10-28T00:00:00.000;f5d9a3d61504b924938b22cba85625af;34.248.497;-111.656.256;0
3838;2019-01-13T12:28:54.000;White and Sons;home;35.45;Moriarty;NM;349.889;-1.060.609;7268;Therapist, art;1988-08-04T00:00:00.000;bae378eb0f2270bc43620b56b882ef01;35.133.462;-106.037.507;0
3839;2019-01-13T12:29:45.000;Lebsack and Sons;misc_net;23.71;Sutherland;NE;411.558;-101.136;1789;Insurance broker;1982-02-11T00:00:00.000;f2b02aaa652a191e2e18183c756d50eb;41.346.464;-101.940.393;0
3840;2019-01-13T12:30:47.000;Mante, Luettgen and Hackett;health_fitness;16.41;Issaquah;WA;474.974;-1.220.107;50489;Osteopath;1984-02-29T00:00:00.000;1b4dbefb2b9c4e368e746c7f429ddb02;47.971.042;-121.157.123;0
3841;2019-01-13T12:54:47.000;Connelly-Carte;home;222.82;Loving;NM;32.274;-1.040.914;1925;Educational psychologist;1952-05-26T00:00:00.000;cd1e921ad0c8176c397305ec06f6389c;33.032.054;-104.688.239;0
3842;2019-01-13T12:57:57.000;Medhurst, Cartwright and Ebert;personal_care;24.31;Norwalk;CA;339.056;-1.180.818;105549;Firefighter;1973-09-22T00:00:00.000;268ec3c4c0530b0c6b207526f82aa167;33.111.999;-118.580.152;0
3843;2019-01-13T12:59:10.000;Kub-Heaney;health_fitness;75.04;Athena;OR;458.289;-1.184.971;1302;Dealer;1976-10-18T00:00:00.000;8354f563d8c7c20fcadc2c34625fa07c;45.034.275;-118.943.839;0
3844;2019-01-13T12:59:21.000;Walter, Hettinger and Kessle;personal_care;86.2;Newhall;CA;343.795;-118.523;34882;Health physicist;1971-04-25T00:00:00.000;018ecc96ca0b2c83255449e6bef6a335;33.905.828;-118.276.772;0
3845;2019-01-13T13:01:20.000;Gaylord-Powlowski;home;50.85;Littleton;CO;395.994;-1.050.044;320420;Water engineer;1975-07-31T00:00:00.000;4600df5436dfad5a80424d5515b1a888;38.619.554;-105.672.992;0
3846;2019-01-13T13:10:49.000;Prosacco LLC;personal_care;24.76;Burbank;WA;461.966;-1.189.017;3684;Musician;1981-11-29T00:00:00.000;addca5f95af5a8288796fa6cab8598ca;45.975.733;-119.198.767;0
3847;2019-01-13T13:12:02.000;Schuppe-Schuppe;food_dining;2.34;Roseland;NE;404.591;-985.551;463;Nurse, mental health;1948-05-31T00:00:00.000;b2acbca059011634352343983e590a13;39.720.231;-98.889.838;0
3848;2019-01-13T13:12:41.000;Stanton, Jakubowski and Baumbach;shopping_net;8.6;Matthews;MO;367.154;-896.287;1019;Aeronautical engineer;1979-01-26T00:00:00.000;f07e7d4a926aa00d184e78ff616b58a0;37.697.552;-90.417.429;0
3849;2019-01-13T13:13:03.000;Hagenes, Kohler and Hoppe;food_dining;6.78;Riverton;WY;430.351;-1.082.024;19408;Lecturer, higher education;1993-09-11T00:00:00.000;8b52f157b3d5e6acd4d64e155d770cbb;42.197.631;-107.763.597;0
3850;2019-01-13T13:14:30.000;Kuhic, Bins and Pfeffe;shopping_net;6.16;Phoenix;AZ;338.155;-1.121.202;1312922;Counselling psychologist;1999-11-30T00:00:00.000;0a48b779f0eaa47da332c746752e77b2;34.679.224;-111.414.967;0
3851;2019-01-13T13:18:46.000;Cruickshank-Mills;entertainment;104.72;Centerview;MO;387.897;-938.702;2368;Electronics engineer;1989-07-17T00:00:00.000;92a03921c3ecfbb45fe58025250915c5;39.734.459;-94.319.287;0
3852;2019-01-13T13:21:56.000;Kuhic LLC;shopping_net;387.76;Sun City;CA;337.467;-1.171.721;54287;Designer, exhibition/display;1972-09-22T00:00:00.000;5a4fc7c64f60cde326f6fdb0fb21b172;33.377.598;-116.477.299;0
3853;2019-01-13T13:22:11.000;Schmidt-Larkin;home;36.41;Newhall;CA;343.795;-118.523;34882;Health physicist;1971-04-25T00:00:00.000;323d43afae5884866ce952521f73bda8;3.388.653;-119.285.845;0
3854;2019-01-13T13:22:17.000;Bradtke, Torp and Bahringe;personal_care;11.94;Moriarty;NM;349.889;-1.060.609;7268;Therapist, art;1988-08-04T00:00:00.000;be2a0e8ff559f321ee6976297cb6f9c2;35.884.496;-105.278.846;0
3855;2019-01-13T13:23:59.000;Gulgowski LLC;home;85.63;Parker;CO;395.102;-1.047.216;84861;Materials engineer;1932-03-10T00:00:00.000;51ab3784d6d8ddf49d00df66378bee10;39.283.743;-103.996.524;0
3856;2019-01-13T13:27:13.000;Lesch Lt;shopping_pos;8.77;Omaha;NE;412.064;-959.953;518429;Surveyor, land/geomatics;1995-10-10T00:00:00.000;e70103bbfa19657fa5086aadbbf52399;40.758.303;-95.832.876;0
3857;2019-01-13T13:33:04.000;Kutch-Wilderman;home;4.25;Tomales;CA;382.427;-1.229.145;337;Occupational psychologist;1954-07-05T00:00:00.000;6ecfc5d16213a8dbd362d6b21dade0da;38.689.372;-122.116.935;0
3858;2019-01-13T13:35:08.000;Bins, Balistreri and Beatty;shopping_pos;1.69;Jelm;WY;410.539;-1.060.763;100;Public librarian;1974-04-16T00:00:00.000;726ec3f7db0701ca541907588815d5d6;4.077.668;-10.587.534;0
3859;2019-01-13T13:35:48.000;Fisher Inc;shopping_net;26;Lake Oswego;OR;454.093;-1.226.847;42817;Planning and development surveyor;1982-05-28T00:00:00.000;95254463cd022ef8708873186c6cc547;46.174.934;-122.121.669;0
3860;2019-01-13T13:36:18.000;Hills, Hegmann and Schaefe;health_fitness;42.94;Loving;NM;32.274;-1.040.914;1925;Educational psychologist;1952-05-26T00:00:00.000;7f09e31bab681c4df7c1fb8300ce3622;32.725.308;-103.909.558;0
3861;2019-01-13T13:36:46.000;Daugherty LLC;kids_pets;56.95;Sun City;CA;337.467;-1.171.721;54287;Designer, exhibition/display;1972-09-22T00:00:00.000;3f5d02127f32841f229e8e942857feb4;33.825.173;-116.905.842;0
3862;2019-01-13T13:37:26.000;Beier LLC;entertainment;14.41;Hooper;NE;416.414;-965.232;1745;Engineer, automotive;1973-12-26T00:00:00.000;d83dbf52c7a18e4c66f751138f267611;42.023.091;-96.969.595;0
